"option","target_relative"
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.345729408448089
"loglinear",0.370974551835104
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.429820550103213
"loglinear",0.492425357001212
"loglinear",0.567249656957538
"loglinear",0.593715183360295
"loglinear",0.469650874867021
"loglinear",0.624289236547143
"loglinear",0.2
"loglinear",0.2
"loglinear",0.290747959143632
"loglinear",0.2
"loglinear",0.209527962309819
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.214375702794849
"loglinear",0.355717093830191
"loglinear",0.252678234094208
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.330512850078247
"loglinear",0.2
"loglinear",0.2
"loglinear",0.467960475940456
"loglinear",0.301120600112086
"loglinear",0.231499444457951
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.414888247550324
"loglinear",0.467960475940456
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.373340618169122
"loglinear",0.231499444457951
"loglinear",0.46062079075639
"loglinear",0.2
"loglinear",0.306174017118984
"loglinear",0.2
"loglinear",0.289920693296351
"loglinear",0.2
"loglinear",0.297896784849391
"loglinear",0.268361901753263
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.371170046154874
"loglinear",0.2
"loglinear",0.2
"loglinear",0.184111203166713
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.422574118355679
"loglinear",0.215803720159895
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.165226442839912
"loglinear",0.2
"loglinear",0.2
"loglinear",0.521481092145533
"loglinear",0.2
"loglinear",0.236945960042444
"loglinear",0.206396147862429
"loglinear",0.2
"loglinear",0.371365842396492
"loglinear",0.252678234094208
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.402028993936329
"loglinear",0.312541282417725
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.572885164346338
"loglinear",0.2
"loglinear",0.577780677633772
"loglinear",0.2
"loglinear",0.306291241391089
"loglinear",0.528051372737006
"loglinear",0.408689574173444
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.290540636053686
"loglinear",0.2
"loglinear",0.241155032620031
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.239967898249808
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.224050906931167
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.245945074469824
"loglinear",0.228480012182938
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.285365303548526
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.197484053162707
"loglinear",0.2
"loglinear",0.2
"loglinear",0.207252397913386
"loglinear",0.2
"loglinear",0.240594996187516
"loglinear",0.248744470930763
"loglinear",0.2
"loglinear",0.2
"loglinear",0.295612434015525
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.328401007111174
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.340247107170077
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.182725163082208
"loglinear",0.2
"loglinear",0.34117025232599
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.203600429752364
"loglinear",0.62868660364848
"loglinear",0.3307971058952
"loglinear",0.2
"loglinear",0.340093901059289
"loglinear",0.2
"loglinear",0.2
"loglinear",0.212403121793833
"loglinear",0.2
"loglinear",0.202302792617482
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.251302690315155
"loglinear",0.2
"loglinear",0.285365303548526
"loglinear",0.2
"loglinear",0.237149728703374
"loglinear",0.285365303548526
"loglinear",0.285365303548526
"loglinear",0.2
"loglinear",0.2
"loglinear",0.217713674275261
"loglinear",0.2
"loglinear",0.2
"loglinear",0.220842697452015
"loglinear",0.242637008229525
"loglinear",0.2
"loglinear",0.218944254247271
"loglinear",0.31217220488996
"loglinear",0.2
"loglinear",0.264761472000899
"loglinear",0.34163435793733
"loglinear",0.2
"loglinear",0.2
"loglinear",0.219003152293045
"loglinear",0.2
"loglinear",0.388098894557074
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.209692076301991
"loglinear",0.2
"loglinear",0.252678234094208
"loglinear",0.2
"loglinear",0.471796070571209
"loglinear",0.332516156521682
"loglinear",0.471364117712969
"loglinear",0.318468336819186
"loglinear",0.31808162159941
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.231499444457951
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.434892348065052
"loglinear",0.2
"loglinear",0.397614612312688
"loglinear",0.2
"loglinear",0.379456500480201
"loglinear",0.2
"loglinear",0.443939797841247
"loglinear",0.2
"loglinear",0.312418137151852
"loglinear",0.2
"loglinear",0.201325395695372
"loglinear",0.369036011905524
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.297567918150713
"loglinear",0.57384926056088
"loglinear",0.429820550103213
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.225965739570271
"loglinear",0.2
"loglinear",0.2
"loglinear",0.294860039870991
"loglinear",0.256896746652009
"loglinear",0.2
"loglinear",0.242708012454987
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.435216174655544
"loglinear",0.200203007315194
"loglinear",0.2
"loglinear",0.2
"loglinear",0.215287778967937
"loglinear",0.2
"loglinear",0.306291241391089
"loglinear",0.2
"loglinear",0.244064703962239
"loglinear",0.2
"loglinear",0.516459523202278
"loglinear",0.392419999442311
"loglinear",0.546141554828688
"loglinear",0.353485330665317
"loglinear",0.205545642089847
"loglinear",0.29822650685904
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.27765019089291
"loglinear",0.215402251247723
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.224788705567775
"loglinear",0.2
"loglinear",0.267581726729634
"loglinear",0.302024547194835
"loglinear",0.301120600112086
"loglinear",0.376158023921099
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.236336611808624
"loglinear",0.2
"loglinear",0.482630677839211
"loglinear",0.479373815108816
"loglinear",0.32441524448904
"loglinear",0.266035633894301
"loglinear",0.2
"loglinear",0.280680131462637
"loglinear",0.2
"loglinear",0.2
"loglinear",0.270908965738018
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.3807158953524
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.20920037028969
"loglinear",0.30168481128474
"loglinear",0.232282027444453
"loglinear",0.620039295313087
"loglinear",0.448177898590767
"loglinear",0.274873918463677
"loglinear",0.494997007879718
"loglinear",0.2
"loglinear",0.2
"loglinear",0.358341991763688
"loglinear",0.2
"loglinear",0.406086237498055
"loglinear",0.378209493299289
"loglinear",0.35589040628541
"loglinear",0.52020693025213
"loglinear",0.2
"loglinear",0.2
"loglinear",0.208873622579827
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.3069968723848
"loglinear",0.2
"loglinear",0.2
"loglinear",0.249192186668283
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.646256285974124
"loglinear",0.410544249442093
"loglinear",0.521481092145533
"loglinear",0.538593013563299
"loglinear",0.234792565744649
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.202096397714348
"loglinear",0.2
"loglinear",0.2
"loglinear",0.346049959924171
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.133886731824876
"loglinear",0.449259936805609
"loglinear",0.322535027211527
"loglinear",0.289406380050423
"loglinear",0.2
"loglinear",0.2
"loglinear",0.215803720159895
"loglinear",0.24507374429598
"loglinear",0.215803720159895
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.205704677914067
"loglinear",0.206770045874644
"loglinear",0.2
"loglinear",0.2
"loglinear",0.303622131411372
"loglinear",0.370974551835104
"loglinear",0.305007697566116
"loglinear",0.2
"loglinear",0.433925801772893
"loglinear",0.800040920244587
"loglinear",0.434247165801115
"loglinear",0.2
"loglinear",0.486458230168166
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.522768189913774
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.347340332806822
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.237285756657678
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.180521707735355
"loglinear",0.196788413098237
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.175450908835708
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.438833951795075
"loglinear",0.2
"loglinear",0.2
"loglinear",0.250318442590904
"loglinear",0.2
"loglinear",0.430756185650614
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.243849521945235
"loglinear",0.2
"loglinear",0.180720714208263
"loglinear",0.2
"loglinear",0.2
"loglinear",0.096005222684114
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.237763007174889
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.123205815314483
"loglinear",0.2
"loglinear",0.55923995956169
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.232937890476
"loglinear",0.2
"loglinear",0.124320897099593
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.221261798796491
"loglinear",0.2
"loglinear",0.122270315212873
"loglinear",0.2
"loglinear",0.522768189913774
"loglinear",0.356935286166369
"loglinear",0.219593642607165
"loglinear",0.2
"loglinear",0.2
"loglinear",0.539327960788209
"loglinear",0.341324765497156
"loglinear",0.388098894557074
"loglinear",0.303622131411372
"loglinear",0.388771458687479
"loglinear",0.386985822953769
"loglinear",0.348643974537876
"loglinear",0.348643974537876
"loglinear",0.347178316118639
"loglinear",0.2
"loglinear",0.331510546389412
"loglinear",0.2
"loglinear",0.301571767994817
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.574820744557904
"loglinear",0.588178144357998
"loglinear",0.608082772100852
"loglinear",0.56910046415274
"loglinear",0.60189725065523
"loglinear",0.315659443564527
"loglinear",0.45749030969886
"loglinear",0.324144928733646
"loglinear",0.316038829507248
"loglinear",0.345090726788755
"loglinear",0.315659443564527
"loglinear",0.510449960204401
"loglinear",0.528051372737006
"loglinear",0.450351289667698
"loglinear",0.522123007649836
"loglinear",0.598325802053123
"loglinear",0.662696586406626
"loglinear",0.721117835245026
"loglinear",0.649729874253928
"loglinear",0.727458058407525
"loglinear",0.262333822256287
"loglinear",0.36750624322386
"loglinear",0.308778326164023
"loglinear",0.262333822256287
"loglinear",0.2
"loglinear",0.459045888003596
"loglinear",0.577780677633772
"loglinear",0.28981766359442
"loglinear",0.70380305643445
"loglinear",0.383920228722487
"loglinear",0.866737972457052
"loglinear",0.589266374569777
"loglinear",0.639582216558803
"loglinear",0.681591025209017
"loglinear",0.524068488915041
"loglinear",0.524068488915041
"loglinear",0.606821288645507
"loglinear",0.690986288759609
"loglinear",0.674975017640944
"loglinear",0.554999495996779
"loglinear",0.664662176806816
"loglinear",0.2
"loglinear",0.368460183324747
"loglinear",0.2
"loglinear",0.368460183324747
"loglinear",0.2
"loglinear",0.368460183324747
"loglinear",0.2
"loglinear",0.261425015201474
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.688571395911893
"loglinear",0.2
"loglinear",0.2
"loglinear",0.2
"loglinear",0.221261798796491
"loglinear",0.2
"loglinear",0.658854533558239
"loglinear",0.760720085950473
"loglinear",0.748636848043782
"loglinear",0.701133946454733
"loglinear",0.642875337845501
"loglinear",0.66076100619506
"loglinear",0.516459523202278
"loglinear",0.595999534194161
"loglinear",0.633241993396304
"loglinear",0.591471265644696
"loglinear",0.580811372742626
"loglinear",0.9
"loglinear",0.77886213060833
"loglinear",0.615927214585728
"loglinear",0.574820744557904
"loglinear",0.574820744557904
"loglinear",0.9
"loglinear",0.333529807025886
"loglinear",0.479373815108816
"loglinear",0.4992233339435
"loglinear",0.532861956836037
"loglinear",0.688571395911893
"loglinear",0.526709793643797
"loglinear",0.532861956836037
"loglinear",0.688571395911893
"loglinear",0.526709793643797
"loglinear",0.363576277090765
"loglinear",0.857342708906461
"loglinear",0.832727989698906
"loglinear",0.9
"loglinear",0.386985822953769
"loglinear",0.550091345974597
"loglinear",0.724248316302556
"loglinear",0.706529571007065
"loglinear",0.487923888587404
"loglinear",0.487923888587404
"loglinear",0.487923888587404
"loglinear",0.487923888587404
"loglinear",0.487923888587404
"loglinear",0.9
"loglinear",0.642875337845501
"loglinear",0.756563056440069
"loglinear",0.476647300536201
"loglinear",0.392651557572893
"loglinear",0.520842410486198
"loglinear",0.9
"loglinear",0.857342708906461
"loglinear",0.825481557951372
"loglinear",0.84041386050426
"loglinear",0.9
"loglinear",0.9
"loglinear",0.774077485750567
"loglinear",0.744852147850184
"loglinear",0.70380305643445
"loglinear",0.681591025209017
"loglinear",0.536413394698421
"loglinear",0.688571395911893
"loglinear",0.589266374569777
"loglinear",0.543067997235969
"loglinear",0.9
"loglinear",0.9
"loglinear",0.653301322856035
"loglinear",0.695958613949574
"loglinear",0.568171683139755
"loglinear",0.664662176806816
"loglinear",0.724248316302556
"loglinear",0.866737972457052
"loglinear",0.54231111115949
"loglinear",0.490404947049948
"loglinear",0.84041386050426
"loglinear",0.5170764491946
"loglinear",0.769466867057739
"loglinear",0.715079644485653
"loglinear",0.565425481007313
"loglinear",0.866737972457052
"loglinear",0.398339750845861
"loglinear",0.222588067148418
"loglinear",0.887916762093309
"loglinear",0.848595927799195
"loglinear",0.876885630152177
"loglinear",0.866737972457052
"loglinear",0.423753457476337
"loglinear",0.423753457476337
"loglinear",0.501390532721055
"loglinear",0.649729874253928
"loglinear",0.606821288645507
"loglinear",0.603110446910886
"loglinear",0.525382262757289
"loglinear",0.686201643901845
"loglinear",0.681591025209017
"loglinear",0.577780677633772
"loglinear",0.634797571701039
"loglinear",0.812124158151278
"loglinear",0.501938170899817
"loglinear",0.471796070571209
"loglinear",0.472229500194229
"loglinear",0.516459523202278
"loglinear",0.9
"loglinear",0.54231111115949
"loglinear",0.672844244101751
"loglinear",0.639582216558803
"loglinear",0.566334288062126
"loglinear",0.664662176806816
"loglinear",0.84041386050426
"loglinear",0.550091345974597
"loglinear",0.504712418169249
"loglinear",0.9
"loglinear",0.887916762093309
"loglinear",0.812124158151278
"loglinear",0.84041386050426
"loglinear",0.9
"loglinear",0.744852147850184
"loglinear",0.730751179694223
"loglinear",0.730751179694223
"loglinear",0.730751179694223
"loglinear",0.730751179694223
"loglinear",0.805938636705656
"loglinear",0.84041386050426
"loglinear",0.9
"loglinear",0.9
"loglinear",0.724248316302556
"loglinear",0.712165078395865
"loglinear",0.715079644485653
"loglinear",0.664662176806816
"loglinear",0.9
"loglinear",0.887916762093309
"loglinear",0.744852147850184
"loglinear",0.622856701065063
"loglinear",0.390354791111559
"loglinear",0.390354791111559
"loglinear",0.390354791111559
"loglinear",0.390354791111559
"loglinear",0.399313099513772
"loglinear",0.600695554063171
"loglinear",0.9
"loglinear",0.9
"loglinear",0.570978691709517
"loglinear",0.524723674048962
"loglinear",0.9
"loglinear",0.613258104606011
"loglinear",0.748636848043782
"loglinear",0.84041386050426
"loglinear",0.77886213060833
"loglinear",0.783834455798296
"loglinear",0.805938636705656
"loglinear",0.887916762093309
"loglinear",0.9
"loglinear",0.765018058267221
"loglinear",0.618653729158343
"loglinear",0.876885630152177
"loglinear",0.567249656957538
"loglinear",0.668687214591347
"loglinear",0.73760571610265
"loglinear",0.572885164346338
"loglinear",0.825481557951372
"loglinear",0.848595927799195
"loglinear",0.794405412855787
"loglinear",0.718062794856934
"loglinear",0.593715183360295
"loglinear",0.84041386050426
"loglinear",0.769466867057739
"loglinear",0.789009788303455
"loglinear",0.533564330052224
"loglinear",0.876885630152177
"loglinear",0.492935530893904
"loglinear",0.477097667053333
"loglinear",0.556678699900047
"loglinear",0.760720085950473
"loglinear",0.600695554063171
"loglinear",0.593715183360295
"loglinear",0.580811372742626
"loglinear",0.715079644485653
"loglinear",0.730751179694223
"loglinear",0.730751179694223
"loglinear",0.666658722656129
"loglinear",0.818627021542945
"loglinear",0.672844244101751
"loglinear",0.636372474453834
"loglinear",0.9
"loglinear",0.789009788303455
"loglinear",0.805938636705656
"loglinear",0.77886213060833
"loglinear",0.724248316302556
"loglinear",0.664662176806816
"loglinear",0.690986288759609
"loglinear",0.477097667053333
"loglinear",0.681591025209017
"loglinear",0.800040920244587
"loglinear",0.46302044677442
"loglinear",0.9
"loglinear",0.706529571007065
"loglinear",0.390127386492293
"loglinear",0.617283142390542
"loglinear",0.475751338918477
"loglinear",0.690986288759609
"loglinear",0.734132127822846
"loglinear",0.789009788303455
"loglinear",0.857342708906461
"loglinear",0.9
"loglinear",0.876885630152177
"loglinear",0.48990483578505
"loglinear",0.493447766100849
"loglinear",0.360481756334497
"loglinear",0.45256259063423
"loglinear",0.442902045460899
"loglinear",0.605572233800656
"loglinear",0.668687214591347
"loglinear",0.9
"loglinear",0.393348780455296
"loglinear",0.393348780455296
"loglinear",0.393348780455296
"loglinear",0.393348780455296
"loglinear",0.392883539414838
"loglinear",0.876885630152177
"loglinear",0.642875337845501
"loglinear",0.611944330763763
"loglinear",0.656976306001462
"loglinear",0.765018058267221
"loglinear",0.812124158151278
"loglinear",0.54231111115949
"loglinear",0.679347107493418
"loglinear",0.721117835245026
"loglinear",0.668687214591347
"loglinear",0.668687214591347
"loglinear",0.593715183360295
"loglinear",0.706529571007065
"loglinear",0.701133946454733
"loglinear",0.668687214591347
"loglinear",0.658854533558239
"loglinear",0.639582216558803
"loglinear",0.639582216558803
"loglinear",0.57384926056088
"loglinear",0.741177164704757
"loglinear",0.9
"loglinear",0.876885630152177
"loglinear",0.578782880807407
"loglinear",0.627203802636931
"loglinear",0.9
"loglinear",0.84041386050426
"loglinear",0.9
"loglinear",0.832727989698906
"loglinear",0.789009788303455
"loglinear",0.783834455798296
"loglinear",0.84041386050426
"loglinear",0.533564330052224
"loglinear",0.549291481862366
"loglinear",0.584968402253029
"loglinear",0.624289236547143
"loglinear",0.624289236547143
"loglinear",0.259383456732747
"loglinear",0.2
"loglinear",0.597157332572052
"loglinear",0.572885164346338
"loglinear",0.9
"loglinear",0.724248316302556
"loglinear",0.690986288759609
"loglinear",0.658854533558239
"loglinear",0.794405412855787
"loglinear",0.9
"loglinear",0.9
"loglinear",0.730751179694223
"loglinear",0.690986288759609
"loglinear",0.709316013749668
"loglinear",0.481224622304018
"loglinear",0.604335365051
"loglinear",0.587099175792222
"loglinear",0.618653729158343
"loglinear",0.428891769090227
"loglinear",0.681591025209017
"loglinear",0.681591025209017
"loglinear",0.681591025209017
"loglinear",0.730751179694223
"loglinear",0.528727523893066
"loglinear",0.9
"loglinear",0.812124158151278
"loglinear",0.576786334958094
"loglinear",0.548496632605112
"loglinear",0.451452118939487
"loglinear",0.769466867057739
"loglinear",0.37636168346891
"loglinear",0.647981183891673
"loglinear",0.646256285974124
"loglinear",0.611944330763763
"loglinear",0.580811372742626
"loglinear",0.752538018655538
"loglinear",0.625738144217694
"loglinear",0.695958613949574
"loglinear",0.566334288062126
"loglinear",0.876885630152177
"loglinear",0.656976306001462
"loglinear",0.490907038958685
"loglinear",0.565425481007313
"loglinear",0.44324701993566
"loglinear",0.498687273773792
"loglinear",0.401779676174072
"loglinear",0.424347266717672
"loglinear",0.693448075649379
"loglinear",0.727458058407525
"loglinear",0.606821288645507
"loglinear",0.414888247550324
"loglinear",0.588178144357998
"loglinear",0.633241993396304
"loglinear",0.479373815108816
"loglinear",0.84041386050426
"loglinear",0.9
"loglinear",0.9
"loglinear",0.805938636705656
"loglinear",0.614585635492519
"loglinear",0.521481092145533
"loglinear",0.9
"loglinear",0.294538947150809
"loglinear",0.31390383432535
"loglinear",0.547706735711822
"loglinear",0.73760571610265
"loglinear",0.769466867057739
"loglinear",0.2
